id,kode_pohon,nama_lokal,nama_latin,Group,Icon,status_iucn,diameter,tinggi,unit_PS,jenis_lahan,nama_khas_wilayah,Latitude,Longitude,elevasi,jarak_permukiman,status_adopsi,nama_pengadopsi,masa_berlaku,nama_surveyor,waktu_survei,harga_adopsi,serapan_karbon,penyedia_bibit,metode_karbon,Image1,Image2,Image3,Image4,Image5,chart_link
176,TBS0185HDRMJ,Kelat,Eugenia spp,Pohon Muda,icon/young_tree.svg,-,25,14,11,Gambut,-,0.788656,102.3079712,18.51890586,0.08,,,,Zaqi,2021-10-13T09:33:00.000+07:00,50000,808.62,-,Approach 5,media/TBS_3_176(FILEminimizer).JPG,media/TBS_2_176.jpg,media/TBS_1_176.jpg,media/TBS_4_176(FILEminimizer).JPG,adopsipohonriau/176,
177,TBS0186HDRMJ,Bengku,-,Pohon Muda,icon/young_tree.svg,-,28,14,11,Gambut,-,0.7886155,102.3080087,19.25466177,0.08,,,,Zaqi,2021-10-13T09:36:00.000+07:00,50000,8.36,-,Approach 5,media/TBS_3_177(FILEminimizer).JPG,media/TBS_2_177.jpg,media/TBS_1_177.jpg,media/TBS_4_177(FILEminimizer).JPG,adopsipohonriau/177,
178,TBS0187HDRMJ,Karau,Polyalthia glauca,Pohon Dewasa,icon/mature_tree.svg,-,55,14,11,Gambut,-,0.788575,102.3082516,10.67897645,0.08,,,,Zaqi,2021-10-13T09:39:00.000+07:00,200000,2763.40,-,Approach 5,media/TBS_3_178(FILEminimizer).JPG,media/TBS_2_178.jpg,media/TBS_1_178.jpg,media/TBS_4_178(FILEminimizer).JPG,adopsipohonriau/178,
179,TBS0188HDRMJ,Kandis,Garcinia xanthochymus,Pohon Muda,icon/young_tree.svg,Least Concern,28,15,11,Gambut,-,0.788594,102.3081632,16.18483985,0.08,,,,Zaqi,2021-10-13T09:42:00.000+07:00,50000,1100.30,-,Approach 5,media/TBS_3_179(FILEminimizer).JPG,media/TBS_2_179.jpg,media/TBS_1_179.jpg,media/TBS_4_179(FILEminimizer).JPG,adopsipohonriau/179,
180,TBS0189HDRMJ,Podol,-,Pohon Muda,icon/young_tree.svg,-,25,16,11,Gambut,-,0.7886975,102.3081397,8.600175967,0.08,,,,Zaqi,2021-10-13T09:46:00.000+07:00,50000,406.13,-,Approach 5,media/TBS_3_180(FILEminimizer).JPG,media/TBS_2_180.jpg,media/TBS_1_180.jpg,media/TBS_4_180(FILEminimizer).JPG,adopsipohonriau/180,
181,TBS0190HDRMJ,Pulai,Alstonia scholaris,Pohon Dewasa,icon/mature_tree.svg,Least Concern,64,14,11,Gambut,-,0.7887277,102.3081445,19.51229681,0.08,,,,Zaqi,2021-10-13T09:49:00.000+07:00,200000,2657.21,-,Approach 5,media/TBS_3_181(FILEminimizer).JPG,media/TBS_2_181.jpg,media/TBS_1_181.jpg,media/TBS_4_181(FILEminimizer).JPG,adopsipohonriau/181,
182,TBS0191HDRMJ,Pisang Pisang,Xylopia,Pohon Dewasa,icon/mature_tree.svg,-,50,18,11,Gambut,-,0.7886428,102.3080411,15.4517114,0.08,,,,Zaqi,2021-10-13T09:52:00.000+07:00,200000,3279.55,-,Approach 5,media/TBS_3_182(FILEminimizer).JPG,media/TBS_2_182.jpg,media/TBS_1_182.jpg,media/TBS_4_182(FILEminimizer).JPG,adopsipohonriau/182,
183,TBS0192HDRMJ,Bengku,-,Pohon Muda,icon/young_tree.svg,-,30,11,11,Gambut,-,0.7887266,102.3080981,16.48812313,0.08,,,,Zaqi,2021-10-13T09:56:00.000+07:00,50000,8.96,-,Approach 5,media/TBS_3_183(FILEminimizer).JPG,media/TBS_2_183.jpg,media/TBS_1_183.jpg,media/TBS_4_183(FILEminimizer).JPG,adopsipohonriau/183,
184,TBS0193HDRMJ,Kelat,Eugenia spp,Pohon Muda,icon/young_tree.svg,-,33,12,11,Gambut,-,0.7886303,102.3079487,19.68672515,0.08,,,,Zaqi,2021-10-13T10:00:00.000+07:00,50000,1196.09,-,Approach 5,media/TBS_3_184(FILEminimizer).JPG,media/TBS_2_184.jpg,media/TBS_1_184.jpg,media/TBS_4_184(FILEminimizer).JPG,adopsipohonriau/184,
185,TBS0194HDRMJ,Bintangur,Calophyllum spp,Pohon Muda,icon/young_tree.svg,-,22,10,11,Gambut,-,0.7886021,102.3078792,15.38552581,0.08,,,,Zaqi,2021-10-13T10:03:00.000+07:00,50000,359.57,-,Approach 5,media/TBS_3_185(FILEminimizer).JPG,media/TBS_2_185.jpg,media/TBS_1_185.jpg,media/TBS_4_185(FILEminimizer).JPG,adopsipohonriau/185,
186,TBS0195HDRMJ,Kelat,Eugenia spp,Pohon Muda,icon/young_tree.svg,-,25,11,11,Gambut,-,0.7886297,102.3078264,10.32051993,0.08,,,,Zaqi,2021-10-13T10:06:00.000+07:00,50000,639.03,-,Approach 5,media/TBS_3_186(FILEminimizer).JPG,media/TBS_2_186.jpg,media/TBS_1_186.jpg,media/TBS_4_186(FILEminimizer).JPG,adopsipohonriau/186,
187,TBS0196HDRMJ,Sawa Sawa,Anisoptera costata,Pohon Muda,icon/young_tree.svg,-,29,12,11,Gambut,-,0.7885231,102.3079605,26.16238145,0.08,,,,Zaqi,2021-10-13T10:10:00.000+07:00,50000,720.87,-,Approach 5,media/TBS_3_187(FILEminimizer).JPG,media/TBS_2_187.jpg,media/TBS_1_187.jpg,media/TBS_4_187(FILEminimizer).JPG,adopsipohonriau/187,
188,TBS0197HDRMJ,Darah Darah,Myristica iners,Pohon Muda,icon/young_tree.svg,Least Concern,28,11,11,Gambut,-,0.7885669,102.3078781,13.18498035,0.08,,,,Zaqi,2021-10-13T10:13:00.000+07:00,50000,535.68,-,Approach 5,media/TBS_3_188(FILEminimizer).JPG,media/TBS_2_188.jpg,media/TBS_1_188.jpg,media/TBS_4_188(FILEminimizer).JPG,adopsipohonriau/188,
189,TBS0198HDRMJ,Geronggang,Cratoxylon arborescens,Pohon Muda,icon/young_tree.svg,-,21,13,11,Gambut,-,0.7885267,102.3079182,19.37253048,0.08,,,,Zaqi,2021-10-13T10:16:00.000+07:00,50000,370.57,-,Approach 5,media/TBS_3_189(FILEminimizer).JPG,media/TBS_2_189.jpg,media/TBS_1_189.jpg,media/TBS_4_189(FILEminimizer).JPG,adopsipohonriau/189,
190,TBS0199HDRMJ,Medang,Alseodaphne elmeri,Pohon Muda,icon/young_tree.svg,Vulnerable,24,14,11,Gambut,-,0.7885288,102.308001,14.37189733,0.08,,,,Zaqi,2021-10-13T10:19:00.000+07:00,50000,606.93,-,Approach 5,media/TBS_3_190(FILEminimizer).JPG,media/TBS_2_190.jpg,media/TBS_1_190.jpg,media/TBS_4_190(FILEminimizer).JPG,adopsipohonriau/190,
191,TBS0200HDRMJ,Bengku,-,Pohon Muda,icon/young_tree.svg,-,37,12,11,Gambut,-,0.7884747,102.3079288,2.161518368,0.08,,,,Zaqi,2021-10-13T10:24:00.000+07:00,50000,11.05,-,Approach 5,media/TBS_3_191(FILEminimizer).JPG,media/TBS_2_191.jpg,media/TBS_1_191.jpg,media/TBS_4_191(FILEminimizer).JPG,adopsipohonriau/191,
192,TBS0201HDRMJ,Darah Darah,Myristica iners,Pohon Muda,icon/young_tree.svg,Least Concern,34,13,11,Gambut,-,0.7885043,102.3078708,21.06388291,0.08,,,,Riyan,2021-10-13T10:26:00.000+07:00,50000,921.10,-,Approach 5,media/TBS_3_192(FILEminimizer).JPG,media/TBS_2_192.jpg,media/TBS_1_192.jpg,media/TBS_4_192(FILEminimizer).JPG,adopsipohonriau/192,
193,TBS0202HDRMJ,Medang,Alseodaphne elmeri,Pohon Muda,icon/young_tree.svg,Vulnerable,27,14,11,Gambut,-,0.7885694,102.3078925,22.90871516,0.08,,,,Riyan,2021-10-13T10:30:00.000+07:00,50000,763.82,-,Approach 5,media/TBS_3_193(FILEminimizer).JPG,media/TBS_2_193.jpg,media/TBS_1_193.jpg,media/TBS_4_193(FILEminimizer).JPG,adopsipohonriau/193,
194,TBS0203HDRMJ,Podol,-,Pohon Muda,icon/young_tree.svg,-,27,14,11,Gambut,-,0.7883016,102.3077373,0.551832026,0.08,,,,Riyan,2021-10-13T10:33:00.000+07:00,50000,493.44,-,Approach 5,media/TBS_3_194(FILEminimizer).JPG,media/TBS_2_194.jpg,media/TBS_1_194.jpg,media/TBS_4_194(FILEminimizer).JPG,adopsipohonriau/194,
195,TBS0204HDRMJ,Meranti,Shorea sp,Pohon Muda,icon/young_tree.svg,-,32,15,11,Gambut,-,0.7885,102.3077457,10.05958594,0.08,,,,Riyan,2021-10-13T10:37:00.000+07:00,50000,1155.10,-,Approach 5,media/TBS_3_195(FILEminimizer).JPG,media/TBS_2_195.jpg,media/TBS_1_195.jpg,media/TBS_4_195(FILEminimizer).JPG,adopsipohonriau/195,
196,TBS0205HDRMJ,Semaram,Palaquium sp,Pohon Muda,icon/young_tree.svg,-,22,8,11,Gambut,-,0.7885278,102.3078053,10.05958594,0.08,,,,Riyan,2021-10-13T10:40:00.000+07:00,50000,297.90,-,Approach 5,media/TBS_3_196(FILEminimizer).JPG,media/TBS_2_196.jpg,media/TBS_1_196.jpg,media/TBS_4_196(FILEminimizer).JPG,adopsipohonriau/196,
197,TBS0206HDRMJ,Bengku,-,Pohon Dewasa,icon/mature_tree.svg,-,41,13,11,Gambut,-,0.7884802,102.3079093,21.98620486,0.08,,,,Riyan,2021-10-13T10:44:00.000+07:00,200000,12.24,-,Approach 5,media/TBS_3_197(FILEminimizer).JPG,media/TBS_2_197.jpg,media/TBS_1_197.jpg,media/TBS_4_197(FILEminimizer).JPG,adopsipohonriau/197,
198,TBS0207HDRMJ,Mangga Hutan,Mangifera indica,Pohon Muda,icon/young_tree.svg,Data Deficent,20,10,11,Gambut,-,0.788583,102.3079337,32.05746989,0.08,,,,Riyan,2021-10-13T10:48:00.000+07:00,50000,294.35,-,Approach 5,media/TBS_3_198(FILEminimizer).JPG,media/TBS_2_198.jpg,media/TBS_1_198.jpg,media/TBS_4_198(FILEminimizer).JPG,adopsipohonriau/198,
199,TBS0208HDRMJ,Podol,-,Pohon Muda,icon/young_tree.svg,-,36,11,11,Gambut,-,0.7887224,102.3077953,48.31862765,0.08,,,,Riyan,2021-10-13T10:51:00.000+07:00,50000,1021.71,-,Approach 5,media/TBS_3_199(FILEminimizer).JPG,media/TBS_2_199.jpg,media/TBS_1_199.jpg,media/TBS_4_199(FILEminimizer).JPG,,
200,TBS0209HDRMJ,Medang,Alseodaphne elmeri,Pohon Muda,icon/young_tree.svg,Vulnerable,34,12,11,Gambut,-,0.7886382,102.307736,33.67698798,0.08,,,,Riyan,2021-10-13T10:56:00.000+07:00,50000,1030.56,-,Approach 5,media/TBS_3_200(FILEminimizer).JPG,media/TBS_2_200(FILEminimizer).JPG,media/TBS_1_200.jpg,media/TBS_4_200(FILEminimizer).JPG,,
201,TBS0210HDRMJ,Meranti,Shorea sp,Pohon Muda,icon/young_tree.svg,-,22,11,11,Gambut,-,0.788625,102.3077958,50.83621997,0.08,,,,Riyan,2021-10-13T11:02:00.000+07:00,50000,410.69,-,Approach 5,media/TBS_3_201(FILEminimizer).JPG,media/TBS_2_201(FILEminimizer).JPG,media/TBS_1_201.jpg,media/TBS_4_201(FILEminimizer).JPG,,
202,TBS0211HDRMJ,Kelat,Eugenia spp,Pohon Muda,icon/young_tree.svg,-,24,13,11,Gambut,-,0.7885918,102.3077255,39.37061419,0.08,,,,Riyan,2021-10-13T11:04:00.000+07:00,50000,694.58,-,Approach 5,media/TBS_3_202(FILEminimizer).JPG,media/TBS_2_202(FILEminimizer).JPG,media/TBS_1_202.jpg,media/TBS_4_202(FILEminimizer).JPG,,
203,TBS0212HDRMJ,Medang,Alseodaphne elmeri,Pohon Muda,icon/young_tree.svg,Vulnerable,36,12,11,Gambut,-,0.7886586,102.3077051,40.38213276,0.08,,,,Riyan,2021-10-13T11:09:00.000+07:00,50000,1152.21,-,Approach 5,media/TBS_3_203(FILEminimizer).JPG,media/TBS_2_203(FILEminimizer).JPG,media/TBS_1_203.jpg,media/TBS_4_203(FILEminimizer).JPG,,
204,TBS0213HDRMJ,Podol,-,Pohon Muda,icon/young_tree.svg,-,31,12,11,Gambut,-,0.7885512,102.3077541,18.55873705,0.08,,,,Riyan,2021-10-13T11:15:00.000+07:00,50000,699.89,-,Approach 5,media/TBS_3_204(FILEminimizer).JPG,media/TBS_2_204(FILEminimizer).JPG,media/TBS_1_204.jpg,media/TBS_4_204(FILEminimizer).JPG,,
205,TBS0214HDRMJ,Bengku,-,Pohon Muda,icon/young_tree.svg,-,29,10,11,Gambut,-,0.7885392,102.3076339,16.31478131,0.08,,,,Riyan,2021-10-13T11:18:00.000+07:00,50000,8.66,-,Approach 5,media/TBS_3_205(FILEminimizer).JPG,media/TBS_2_205(FILEminimizer).JPG,media/TBS_1_205.jpg,media/TBS_4_205(FILEminimizer).JPG,,
206,TBS0215HDRMJ,Medang,Alseodaphne elmeri,Pohon Muda,icon/young_tree.svg,Vulnerable,26,11,11,Gambut,-,0.7885971,102.3076182,20.36534967,0.08,,,,Riyan,2021-10-13T11:21:00.000+07:00,50000,560.76,-,Approach 5,media/TBS_3_206(FILEminimizer).JPG,media/TBS_2_206(FILEminimizer).JPG,media/TBS_1_206.jpg,media/TBS_4_206(FILEminimizer).JPG,,
207,TBS0216HDRMJ,Kayu Ara,Ficus racemosa,Pohon Dewasa,icon/mature_tree.svg,Least Concern,84,18,11,Gambut,-,0.788567,102.3076321,10.95276803,0.08,,,,Riyan,2021-10-13T11:25:00.000+07:00,200000,5468.90,-,Approach 5,media/TBS_3_207(FILEminimizer).JPG,media/TBS_2_207(FILEminimizer).JPG,media/TBS_1_207.jpg,media/TBS_4_207(FILEminimizer).JPG,,
208,TBS0217HDRMJ,Kelat,Eugenia spp,Pohon Muda,icon/young_tree.svg,-,24,9,11,Gambut,-,0.7885753,102.3075725,26.53816835,0.08,,,,Riyan,2021-10-13T11:30:00.000+07:00,50000,485.13,-,Approach 5,media/TBS_3_208(FILEminimizer).JPG,media/TBS_2_208(FILEminimizer).JPG,media/TBS_1_208.jpg,media/TBS_4_208(FILEminimizer).JPG,,
209,TBS0218HDRMJ,Karau,Polyalthia glauca,Pohon Dewasa,icon/mature_tree.svg,-,50,18,11,Gambut,-,0.7885848,102.3075622,19.47714121,0.08,,,,Riyan,2021-10-13T11:35:00.000+07:00,200000,2932.04,-,Approach 5,media/TBS_3_209(FILEminimizer).JPG,media/TBS_2_209(FILEminimizer).JPG,media/TBS_1_209.jpg,media/TBS_4_209(FILEminimizer).JPG,,
210,TBS0219HDRMJ,Bengku,-,Pohon Muda,icon/young_tree.svg,-,35,10,11,Gambut,-,0.7885437,102.3075904,19.35312475,0.08,,,,Riyan,2021-10-13T11:40:00.000+07:00,50000,10.45,-,Approach 5,media/TBS_3_210(FILEminimizer).JPG,media/TBS_2_210(FILEminimizer).JPG,media/TBS_1_210.jpg,media/TBS_4_210(FILEminimizer).JPG,,
211,TBS0220HDRMJ,Podol,-,Pohon Muda,icon/young_tree.svg,-,25,9,11,Gambut,-,0.7885612,102.3075046,19.4308667,0.08,,,,Riyan,2021-10-13T11:43:00.000+07:00,50000,406.13,-,Approach 5,media/TBS_3_211(FILEminimizer).JPG,media/TBS_2_211(FILEminimizer).JPG,media/TBS_1_211.jpg,media/TBS_4_211(FILEminimizer).JPG,,
212,TBS0221HDRMJ,Pisang Pisang,Xylopia,Pohon Dewasa,icon/mature_tree.svg,-,51,20,11,Gambut,-,0.7886221,102.3076309,46.44031656,0.08,,,,Riyan,2021-10-13T12:57:00.000+07:00,200000,3777.99,-,Approach 5,media/TBS_3_212(FILEminimizer).JPG,media/TBS_2_212(FILEminimizer).JPG,media/TBS_1_212.jpg,media/TBS_4_212(FILEminimizer).JPG,,
213,TBS0222HDRMJ,Pulai,Alstonia scholaris,Pohon Muda,icon/young_tree.svg,Least Concern,23,10,11,Gambut,-,0.788714,102.3075116,38.06151657,0.08,,,,Riyan,2021-10-13T13:00:00.000+07:00,50000,259.56,-,Approach 5,media/TBS_3_213(FILEminimizer).JPG,media/TBS_2_213(FILEminimizer).JPG,media/TBS_1_213.jpg,media/TBS_4_213(FILEminimizer).JPG,,
214,TBS0223HDRMJ,Pisang Pisang,Xylopia,Pohon Muda,icon/young_tree.svg,-,34,11,11,Gambut,-,0.7886983,102.3075561,40.12040058,0.08,,,,Riyan,2021-10-13T13:05:00.000+07:00,50000,955.27,-,Approach 5,media/TBS_3_214(FILEminimizer).JPG,media/TBS_2_214(FILEminimizer).JPG,media/TBS_1_214.jpg,media/TBS_4_214(FILEminimizer).JPG,,
215,TBS0224HDRMJ,Podol,-,Pohon Muda,icon/young_tree.svg,-,27,10,11,Gambut,-,0.7886944,102.3075278,43.69296884,0.08,,,,Riyan,2021-10-13T13:07:00.000+07:00,50000,493.44,-,Approach 5,media/TBS_3_215(FILEminimizer).JPG,media/TBS_2_215(FILEminimizer).JPG,media/TBS_1_215.jpg,media/TBS_4_215(FILEminimizer).JPG,,
216,TBS0225HDRMJ,Bengku,-,Pohon Muda,icon/young_tree.svg,-,21,14,11,Gambut,-,0.7886667,102.3075556,43.69296884,0.08,,,,Riyan,2021-10-13T13:13:00.000+07:00,50000,6.27,-,Approach 5,media/TBS_3_216(FILEminimizer).JPG,media/TBS_2_216(FILEminimizer).JPG,media/TBS_1_216.jpg,media/TBS_4_216(FILEminimizer).JPG,,
217,TBS0226HDRMJ,Kelat,Eugenia spp,Pohon Muda,icon/young_tree.svg,-,22,10,11,Gambut,-,0.7886806,102.3075456,21.78043033,0.08,,,,Riyan,2021-10-13T13:15:00.000+07:00,50000,453.68,-,Approach 5,media/TBS_3_217(FILEminimizer).JPG,media/TBS_2_217(FILEminimizer).JPG,media/TBS_1_217.jpg,media/TBS_4_217(FILEminimizer).JPG,,
218,TBS0227HDRMJ,Podol,-,Pohon Muda,icon/young_tree.svg,-,39,15,11,Gambut,-,0.7886042,102.307567,25.322687,0.08,,,,Riyan,2021-10-13T13:25:00.000+07:00,50000,1251.05,-,Approach 5,media/TBS_3_218(FILEminimizer).JPG,media/TBS_2_218(FILEminimizer).JPG,media/TBS_1_218.jpg,media/TBS_4_218(FILEminimizer).JPG,,
219,TBS0228HDRMJ,Semaram,Palaquium sp,Pohon Muda,icon/young_tree.svg,-,28,12,11,Gambut,-,0.7887194,102.3075577,-0.337029666,0.08,,,,Riyan,2021-10-13T13:30:00.000+07:00,50000,708.57,-,Approach 5,media/TBS_3_219(FILEminimizer).JPG,media/TBS_2_219(FILEminimizer).JPG,media/TBS_1_219.jpg,media/TBS_4_219(FILEminimizer).JPG,,
220,TBS0229HDRMJ,Darah Darah,Myristica iners,Pohon Muda,icon/young_tree.svg,Least Concern,35,14,11,Gambut,-,0.788813,102.307548,10.77444731,0.08,,,,Riyan,2021-10-13T13:32:00.000+07:00,50000,1047.83,-,Approach 5,media/TBS_3_220(FILEminimizer).JPG,media/TBS_2_220(FILEminimizer).JPG,media/TBS_1_220.jpg,media/TBS_4_220(FILEminimizer).JPG,,
221,TBS0230HDRMJ,Semaram,Palaquium sp,Pohon Dewasa,icon/mature_tree.svg,-,42,15,11,Gambut,-,0.7887352,102.3074512,28.98760008,0.08,,,,Riyan,2021-10-13T13:36:00.000+07:00,200000,1944.00,-,Approach 5,media/TBS_3_221(FILEminimizer).JPG,media/TBS_2_221(FILEminimizer).JPG,media/TBS_1_221.jpg,media/TBS_4_221(FILEminimizer).JPG,,
222,TBS0231HDRMJ,Podol,-,Pohon Muda,icon/young_tree.svg,-,25,13,11,Gambut,-,0.7887808,102.3075322,26.22169158,0.08,,,,Riyan,2021-10-13T13:39:00.000+07:00,50000,406.13,-,Approach 5,media/TBS_3_222(FILEminimizer).JPG,media/TBS_2_222(FILEminimizer).JPG,media/TBS_1_222.jpg,media/TBS_4_222(FILEminimizer).JPG,,
223,TBS0232HDRMJ,Podol,-,Pohon Muda,icon/young_tree.svg,-,21,11,11,Gambut,-,0.7888101,102.3075249,34.970152,0.08,,,,Riyan,2021-10-13T13:46:00.000+07:00,50000,261.27,-,Approach 5,media/TBS_3_223(FILEminimizer).JPG,media/TBS_2_223(FILEminimizer).JPG,media/TBS_1_223.jpg,media/TBS_4_223(FILEminimizer).JPG,,
224,TBS0233HDRMJ,Medang,Alseodaphne elmeri,Pohon Muda,icon/young_tree.svg,Vulnerable,23,13,11,Gambut,-,0.7887268,102.3075357,18.57352424,0.08,,,,Riyan,2021-10-13T13:49:00.000+07:00,50000,519.57,-,Approach 5,media/TBS_3_224(FILEminimizer).JPG,media/TBS_2_224(FILEminimizer).JPG,media/TBS_1_224.jpg,media/TBS_4_224(FILEminimizer).JPG,,
225,TBS0234HDRMJ,Terantai,Santiria laevigata,Pohon Muda,icon/young_tree.svg,Least Concern,22,11,11,Gambut,-,0.78872,102.3075431,39.14180772,0.08,,,,Riyan,2021-10-13T13:53:00.000+07:00,50000,373.59,-,Approach 5,media/TBS_3_225(FILEminimizer).JPG,media/TBS_2_225(FILEminimizer).JPG,media/TBS_1_225.jpg,media/TBS_4_225(FILEminimizer).JPG,,
226,TBS0235HDRMJ,Mahang,Macaranga aleuritoides,Pohon Muda,icon/young_tree.svg,Least Concern,31,16,11,Gambut,-,0.7887858,102.3075701,4.970083056,0.08,,,,Riyan,2021-10-13T14:00:00.000+07:00,50000,582.66,-,Approach 5,media/TBS_3_226(FILEminimizer).JPG,media/TBS_2_226(FILEminimizer).JPG,media/TBS_1_226.jpg,media/TBS_4_226(FILEminimizer).JPG,,
227,TBS0236HDRMJ,Podol,-,Pohon Muda,icon/young_tree.svg,-,28,14,11,Gambut,-,0.7886989,102.3074732,12.3734569,0.08,,,,Riyan,2021-10-13T14:04:00.000+07:00,50000,540.99,-,Approach 5,media/TBS_3_227(FILEminimizer).JPG,media/TBS_2_227(FILEminimizer).JPG,media/TBS_1_227.jpg,media/TBS_4_227(FILEminimizer).JPG,,
228,TBS0237HDRMJ,Balam,Palaquium sp,Pohon Dewasa,icon/mature_tree.svg,-,48,18,11,Gambut,-,0.788632,102.3075438,19.46286011,0.08,,,,Riyan,2021-10-13T14:06:00.000+07:00,200000,3014.24,-,Approach 5,media/TBS_3_228(FILEminimizer).JPG,media/TBS_2_228(FILEminimizer).JPG,media/TBS_1_228.jpg,media/TBS_4_228(FILEminimizer).JPG,,
229,TBS0238HDRMJ,Sonder,Sindora wallichii,Pohon Dewasa,icon/mature_tree.svg,-,49,17,11,Gambut,-,0.7886043,102.3074799,16.98594092,0.08,,,,Riyan,2021-10-13T14:10:00.000+07:00,200000,3061.34,-,Approach 5,media/TBS_3_229(FILEminimizer).JPG,media/TBS_2_229(FILEminimizer).JPG,media/TBS_1_229.jpg,media/TBS_4_229(FILEminimizer).JPG,,
230,TBS0239HDRMJ,Bengku,-,Pohon Dewasa,icon/mature_tree.svg,-,55,19,11,Gambut,-,0.7885783,102.3074476,-9.778752575,0.08,,,,Riyan,2021-10-13T14:15:00.000+07:00,200000,16.42,-,Approach 5,media/TBS_3_230(FILEminimizer).JPG,media/TBS_2_230(FILEminimizer).JPG,media/TBS_1_230.jpg,media/TBS_4_230(FILEminimizer).JPG,,
231,TBS0240HDRMJ,Bengku,-,Pohon Dewasa,icon/mature_tree.svg,-,42,15,11,Gambut,-,0.7885569,102.3074085,7.27568263,0.08,,,,Riyan,2021-10-13T14:20:00.000+07:00,200000,12.54,-,Approach 5,media/TBS_3_231(FILEminimizer).JPG,media/TBS_2_231(FILEminimizer).JPG,media/TBS_1_231.jpg,media/TBS_4_231(FILEminimizer).JPG,,
232,TBS0241HDRMJ,Mahang,Macaranga aleuritoides,Pohon Muda,icon/young_tree.svg,Least Concern,32,12,11,Gambut,-,0.7885458,102.3073665,2.822899048,0.08,,,,Riyan,2021-10-13T14:22:00.000+07:00,50000,468.15,-,Approach 5,media/TBS_3_232(FILEminimizer).JPG,media/TBS_2_232(FILEminimizer).JPG,media/TBS_1_232.jpg,media/TBS_4_232(FILEminimizer).JPG,,
233,TBS0242HDRMJ,Pisang Pisang,Xylopia,Pohon Muda,icon/young_tree.svg,-,36,14,11,Gambut,-,0.788501,102.3074426,6.978523698,0.08,,,,Riyan,2021-10-13T14:26:00.000+07:00,50000,1351.46,-,Approach 5,media/TBS_3_233(FILEminimizer).JPG,media/TBS_2_233(FILEminimizer).JPG,media/TBS_1_233.jpg,media/TBS_4_233(FILEminimizer).JPG,,
234,TBS0243HDRMJ,Mahang,Macaranga aleuritoides,Pohon Muda,icon/young_tree.svg,Least Concern,38,12,11,Gambut,-,0.788454,102.3074654,13.1277569,0.08,,,,Riyan,2021-10-13T14:29:00.000+07:00,50000,654.75,-,Approach 5,media/TBS_3_234(FILEminimizer).JPG,media/TBS_2_234(FILEminimizer).JPG,media/TBS_1_234.jpg,media/TBS_4_234(FILEminimizer).JPG,,
235,TBS0244HDRMJ,Medang,Alseodaphne elmeri,Pohon Muda,icon/young_tree.svg,Vulnerable,32,11,11,Gambut,-,0.7883968,102.3075887,7.359049196,0.08,,,,Riyan,2021-10-13T14:33:00.000+07:00,50000,841.00,-,Approach 5,media/TBS_3_235(FILEminimizer).JPG,media/TBS_2_235(FILEminimizer).JPG,media/TBS_1_235.jpg,media/TBS_4_235(FILEminimizer).JPG,,
236,TBS0245HDRMJ,Kelat,Eugenia spp,Pohon Muda,icon/young_tree.svg,-,30,12,11,Gambut,-,0.7883905,102.307541,2.425903272,0.08,,,,Riyan,2021-10-13T14:37:00.000+07:00,50000,993.03,-,Approach 5,media/TBS_3_236(FILEminimizer).JPG,media/TBS_2_236(FILEminimizer).JPG,media/TBS_1_236.jpg,media/TBS_4_236(FILEminimizer).JPG,,
237,TBS0246HDRMJ,Kelat,Eugenia spp,Pohon Muda,icon/young_tree.svg,-,34,14,11,Gambut,-,0.7885188,102.3075955,7.680451773,0.08,,,,Riyan,2021-10-13T14:41:00.000+07:00,50000,1473.70,-,Approach 5,media/TBS_3_237(FILEminimizer).JPG,media/TBS_2_237(FILEminimizer).JPG,media/TBS_1_237.jpg,media/TBS_4_237(FILEminimizer).JPG,,
238,TBS0247HDRMJ,Kandis,Garcinia xanthochymus,Pohon Muda,icon/young_tree.svg,Least Concern,34,12,11,Gambut,-,0.7884777,102.3076443,13.54227239,0.08,,,,Riyan,2021-10-13T14:45:00.000+07:00,50000,1292.78,-,Approach 5,media/TBS_3_238(FILEminimizer).JPG,media/TBS_2_238(FILEminimizer).JPG,media/TBS_1_238.jpg,media/TBS_4_238(FILEminimizer).JPG,,
239,TBS0248HDRMJ,Mahang,Macaranga aleuritoides,Pohon Muda,icon/young_tree.svg,Least Concern,25,11,11,Gambut,-,0.7882977,102.3075676,7.390604946,0.08,,,,Riyan,2021-10-13T14:49:00.000+07:00,50000,265.60,-,Approach 5,media/TBS_3_239(FILEminimizer).JPG,media/TBS_2_239(FILEminimizer).JPG,media/TBS_1_239.jpg,media/TBS_4_239(FILEminimizer).JPG,,
240,TBS0249HDRMJ,Mahang,Macaranga aleuritoides,Pohon Muda,icon/young_tree.svg,Least Concern,34,11,11,Gambut,-,0.7883417,102.3075916,16.55389061,0.08,,,,Riyan,2021-10-13T14:52:00.000+07:00,50000,484.06,-,Approach 5,media/TBS_3_240(FILEminimizer).JPG,media/TBS_2_240(FILEminimizer).JPG,media/TBS_1_240.jpg,media/TBS_4_240(FILEminimizer).JPG,,
