id,kode_pohon,nama_lokal,nama_latin,Group,Icon,status_iucn,diameter,tinggi,unit_PS,jenis_lahan,nama_khas_wilayah,Latitude,Longitude,elevasi,jarak_permukiman,status_adopsi,nama_pengadopsi,masa_berlaku,nama_surveyor,waktu_survei,harga_adopsi,serapan_karbon,penyedia_bibit,metode_karbon,Image1,Image2,Image3,Image4,Image5,chart_link
241,TBS0250HDRMJ,Mahang,Macaranga aleuritoides,Pohon Muda,icon/young_tree.svg,Least Concern,24,10,11,Gambut,-,0.78849,102.3076048,10.19920545,0.08,,,,Riyan,2021-10-13T14:55:00.000+07:00,50000,223.47,-,Approach 5,media/TBS_3_241(FILEminimizer).JPG,media/TBS_2_241(FILEminimizer).JPG,media/TBS_1_241.jpg,media/TBS_4_241(FILEminimizer).JPG,,
242,TBS0035HDRMJ,Jolok Bulan,-,Pohon Muda,icon/young_tree.svg,-,21,12,11,Gambut,-,0.7874256,102.3055107,23.57953718,0.09,,,,M Zaqi Reyhan,2021-10-13T15:12:00.000+07:00,50000,261.27,-,Approach 5,media/TBS_3_242(FILEminimizer).JPG,media/TBS_2_242(FILEminimizer).JPG,media/TBS_1_242.jpg,media/TBS_4_242(FILEminimizer).JPG,,
243,TBS0154HDRMJ,Redan,Nephelium mangayi,Pohon Dewasa,icon/mature_tree.svg,-,75,11,11,Gambut,-,0.7874929,102.3054264,18.27363742,0.09,,,,Zaqi,2021-10-13T15:21:00.000+07:00,200000,6543.15,-,Approach 5,media/TBS_3_243(FILEminimizer).JPG,media/TBS_2_243(FILEminimizer).JPG,media/TBS_1_243.jpg,media/TBS_4_243(FILEminimizer).JPG,,
244,TBS0155HDRMJ,Podol,-,Pohon Muda,icon/young_tree.svg,-,23,9,11,Gambut,-,0.7873517,102.3051821,19.18993472,0.09,,,,M Zaqi Reyhan,2021-10-13T15:24:00.000+07:00,50000,328.89,-,Approach 5,media/TBS_3_244(FILEminimizer).JPG,media/TBS_2_244(FILEminimizer).JPG,media/TBS_1_244.jpg,media/TBS_4_244(FILEminimizer).JPG,,
245,TBS0156HDRMJ,Medang,Alseodaphne elmeri,Pohon Muda,icon/young_tree.svg,Vulnerable,25,11,11,Gambut,-,0.787315,102.3050027,25.41031691,0.09,,,,M Zaqi Reyhan,2021-10-13T15:38:00.000+07:00,50000,519.43,-,Approach 5,media/TBS_3_245(FILEminimizer).JPG,media/TBS_2_245(FILEminimizer).JPG,media/TBS_1_245.jpg,media/TBS_4_245(FILEminimizer).JPG,,
246,TBS0157HDRMJ,Podol,-,Pohon Muda,icon/young_tree.svg,-,23,12,11,Gambut,-,0.7872509,102.305049,15.10657003,0.09,,,,N zaqi reyhan,2021-10-13T15:40:00.000+07:00,50000,328.89,-,Approach 5,media/TBS_3_246(FILEminimizer).JPG,media/TBS_2_246(FILEminimizer).JPG,media/TBS_1_246.jpg,media/TBS_4_246(FILEminimizer).JPG,,
247,TBS0158HDRMJ,Mahang,Macaranga aleuritoides,Pohon Muda,icon/young_tree.svg,Least Concern,33,12,11,Gambut,-,0.7872877,102.3050913,22.13593765,0.09,,,,M zaqi reyhab,2021-10-13T15:42:00.000+07:00,50000,497.13,-,Approach 5,media/TBS_3_247(FILEminimizer).JPG,media/TBS_2_247(FILEminimizer).JPG,media/TBS_1_247.jpg,media/TBS_4_247(FILEminimizer).JPG,,
248,TBS0159HDRMJ,Podol,-,Pohon Muda,icon/young_tree.svg,-,21,10,11,Gambut,-,0.7872958,102.3049968,21.9305964,0.09,,,,M Zaqi Reyhan,2021-10-13T15:44:00.000+07:00,50000,261.27,-,Approach 5,media/TBS_3_248(FILEminimizer).JPG,media/TBS_2_248(FILEminimizer).JPG,media/TBS_1_248.jpg,media/TBS_4_248(FILEminimizer).JPG,,
249,TBS0251HDRMJ,Kandis,Garcinia xanthochymus,Pohon Muda,icon/young_tree.svg,Least Concern,23,11,11,Gambut,-,0.7888333,102.309,0,0.08,,,,Zaqi,2021-10-14T07:59:00.000+07:00,50000,553.72,-,Approach 5,media/TBS_3_249(FILEminimizer).JPG,media/TBS_2_249(FILEminimizer).JPG,media/TBS_1_249.jpg,media/TBS_4_249(FILEminimizer).JPG,,
250,TBS0252HDRMJ,Mahang,Macaranga aleuritoides,Pohon Muda,icon/young_tree.svg,Least Concern,31,12,11,Gambut,-,0.7888333,102.3091111,0,0.08,,,,Zaqi,2021-10-14T08:17:00.000+07:00,50000,440.02,-,Approach 5,media/TBS_3_250(FILEminimizer).JPG,media/TBS_2_250(FILEminimizer).JPG,media/TBS_1_250.jpg,media/TBS_4_250(FILEminimizer).JPG,,
251,TBS0253HDRMJ,Mahang,Macaranga aleuritoides,Pohon Dewasa,icon/mature_tree.svg,Least Concern,61,14,11,Gambut,-,0.7888611,102.3096667,0,0.08,,,,Zaqi,2021-10-14T08:20:00.000+07:00,200000,1917.07,-,Approach 5,media/TBS_3_251(FILEminimizer).JPG,media/TBS_2_251(FILEminimizer).JPG,media/TBS_1_251.jpg,media/TBS_4_251(FILEminimizer).JPG,,
252,TBS0254HDRMJ,Mahang,Macaranga aleuritoides,Pohon Dewasa,icon/mature_tree.svg,Least Concern,55,15,11,Gambut,-,0.7888611,102.3090833,0,0.08,,,,Zaqi,2021-10-14T08:23:00.000+07:00,200000,1675.36,-,Approach 5,media/TBS_3_252(FILEminimizer).JPG,media/TBS_2_252(FILEminimizer).JPG,media/TBS_1_252.jpg,media/TBS_4_252(FILEminimizer).JPG,,
253,TBS0255HDRMJ,Darah Darah,Myristica iners,Pohon Muda,icon/young_tree.svg,Least Concern,21,11,11,Gambut,-,0.7888333,102.3091389,0,0.08,,,,Zaqi,2021-10-14T08:26:00.000+07:00,50000,305.51,-,Approach 5,media/TBS_3_253(FILEminimizer).JPG,media/TBS_2_253(FILEminimizer).JPG,media/TBS_1_253.jpg,media/TBS_4_253(FILEminimizer).JPG,,
254,TBS0256HDRMJ,Mahang,Macaranga aleuritoides,Pohon Muda,icon/young_tree.svg,Least Concern,36,13,11,Gambut,-,0.78875,102.3091111,0,0.08,,,,Zaqi,2021-10-14T08:29:00.000+07:00,50000,637.04,-,Approach 5,media/TBS_3_254(FILEminimizer).JPG,media/TBS_2_254(FILEminimizer).JPG,media/TBS_1_254.jpg,media/TBS_4_254(FILEminimizer).JPG,,
255,TBS0257HDRMJ,Medang,Alseodaphne elmeri,Pohon Dewasa,icon/mature_tree.svg,Vulnerable,41,12,11,Gambut,-,0.7888611,102.3091389,0,0.08,,,,Zaqi,2021-10-14T08:31:00.000+07:00,200000,1485.19,-,Approach 5,media/TBS_3_255(FILEminimizer).JPG,media/TBS_2_255(FILEminimizer).JPG,media/TBS_1_255.jpg,media/TBS_4_255(FILEminimizer).JPG,,
256,TBS0258HDRMJ,Medang,Alseodaphne elmeri,Pohon Muda,icon/young_tree.svg,Vulnerable,36,14,11,Gambut,-,0.7888056,102.3091944,0,0.08,,,,Zaqi,2021-10-14T08:36:00.000+07:00,50000,1339.28,-,Approach 5,media/TBS_3_256(FILEminimizer).JPG,media/TBS_2_256(FILEminimizer).JPG,media/TBS_1_256.jpg,media/TBS_4_256(FILEminimizer).JPG,,
257,TBS0259HDRMJ,Kempas,Koompassia malaccensis,Pohon Muda,icon/young_tree.svg,Conservation dependent,30,12,11,Gambut,-,0.78875,102.3091943,0,0.08,,,,Zaqi,2021-10-14T08:37:00.000+07:00,50000,1160.22,-,Approach 5,media/TBS_3_257(FILEminimizer).JPG,media/TBS_2_257(FILEminimizer).JPG,media/TBS_1_257.jpg,media/TBS_4_257(FILEminimizer).JPG,,
258,TBS0260HDRMJ,Kasai,Pometia pinnata,Pohon Muda,icon/young_tree.svg,Least Concern,38,11,11,Gambut,-,0.78875,102.3092222,0,0.08,,,,Zaqi,2021-10-14T08:40:00.000+07:00,50000,1332.95,-,Approach 5,media/TBS_3_258(FILEminimizer).JPG,media/TBS_2_258(FILEminimizer).JPG,media/TBS_1_258.jpg,media/TBS_4_258(FILEminimizer).JPG,,
259,TBS0261HDRMJ,Geronggang,Cratoxylon arborescens,Pohon Dewasa,icon/mature_tree.svg,-,46,13,11,Gambut,-,0.7886944,102.3092778,0,0.08,,,,Zaqi,2021-10-14T08:43:00.000+07:00,200000,1712.40,-,Approach 5,media/TBS_3_259(FILEminimizer).JPG,media/TBS_2_259(FILEminimizer).JPG,media/TBS_1_259.jpg,media/TBS_4_259(FILEminimizer).JPG,,
260,TBS0262HDRMJ,Mahang,Macaranga aleuritoides,Pohon Dewasa,icon/mature_tree.svg,Least Concern,65,15,11,Gambut,-,0.78875,102.3093433,0,0.08,,,,Zaqi,2021-10-14T08:46:00.000+07:00,200000,2321.27,-,Approach 5,media/TBS_3_260(FILEminimizer).JPG,media/TBS_2_260(FILEminimizer).JPG,media/TBS_1_260.jpg,media/TBS_4_260(FILEminimizer).JPG,,
261,TBS0263HDRMJ,Mahang,Macaranga aleuritoides,Pohon Muda,icon/young_tree.svg,Least Concern,33,13,11,Gambut,-,0.7885,102.3093889,0,0.08,,,,Zaqi,2021-10-14T08:49:00.000+07:00,50000,537.53,-,Approach 5,media/TBS_3_261(FILEminimizer).JPG,media/TBS_2_261(FILEminimizer).JPG,media/TBS_1_261.jpg,media/TBS_4_261(FILEminimizer).JPG,,
262,TBS0264HDRMJ,Medang,Alseodaphne elmeri,Pohon Muda,icon/young_tree.svg,Vulnerable,30,12,11,Gambut,-,0.7887222,102.3091944,0,0.08,,,,Zaqi,2021-10-14T08:52:00.000+07:00,50000,807.18,-,Approach 5,media/TBS_3_262(FILEminimizer).JPG,media/TBS_2_262(FILEminimizer).JPG,media/TBS_1_262.jpg,media/TBS_4_262(FILEminimizer).JPG,,
263,TBS0265HDRMJ,Podol,-,Pohon Muda,icon/young_tree.svg,-,35,11,11,Gambut,-,0.7888056,102.3092778,0,0.08,,,,Zaqi,2021-10-14T08:55:00.000+07:00,50000,951.42,-,Approach 5,media/TBS_3_263(FILEminimizer).JPG,media/TBS_2_263(FILEminimizer).JPG,media/TBS_1_263.jpg,media/TBS_4_263(FILEminimizer).JPG,,
264,TBS0266HDRMJ,Podol,-,Pohon Muda,icon/young_tree.svg,-,30,12,11,Gambut,-,0.78875,102.3093333,0,0.08,,,,Zaqi,2021-10-14T08:58:00.000+07:00,50000,644.17,-,Approach 5,media/TBS_3_264(FILEminimizer).JPG,media/TBS_2_264(FILEminimizer).JPG,media/TBS_1_264.jpg,media/TBS_4_264(FILEminimizer).JPG,,
265,TBS0267HDRMJ,Mangga Hutan,Mangifera indica,Pohon Muda,icon/young_tree.svg,Data Deficent,30,11,11,Gambut,-,0.7886944,102.3093333,0,0.08,,,,Zaqi,2021-10-14T09:00:00.000+07:00,50000,712.84,-,Approach 5,media/TBS_3_265(FILEminimizer).JPG,media/TBS_2_265(FILEminimizer).JPG,media/TBS_1_265.jpg,media/TBS_4_265(FILEminimizer).JPG,,
266,TBS0268HDRMJ,Podol,-,Pohon Muda,icon/young_tree.svg,-,28,11,11,Gambut,-,0.7887778,102.3092778,0,0.08,,,,Zaqi,2021-10-14T09:03:00.000+07:00,50000,540.99,-,Approach 5,media/TBS_3_266(FILEminimizer).JPG,media/TBS_2_266(FILEminimizer).JPG,media/TBS_1_266.jpg,media/TBS_4_266(FILEminimizer).JPG,,
267,TBS0269HDRMJ,Podol,-,Pohon Muda,icon/young_tree.svg,-,31,12,11,Gambut,-,0.7886944,102.30934,0,0.08,,,,Zaqi,2021-10-14T09:05:00.000+07:00,50000,699.89,-,Approach 5,media/TBS_3_267(FILEminimizer).JPG,media/TBS_2_267(FILEminimizer).JPG,media/TBS_1_267.jpg,media/TBS_4_267(FILEminimizer).JPG,,
268,TBS0270HDRMJ,Podol,-,Pohon Muda,icon/young_tree.svg,-,28,13,11,Gambut,-,0.78875,102.3093889,0,0.08,,,,Zaqi,2021-10-14T09:08:00.000+07:00,50000,540.99,-,Approach 5,media/TBS_3_268(FILEminimizer).JPG,media/TBS_2_268(FILEminimizer).JPG,media/TBS_1_268.jpg,media/TBS_4_268(FILEminimizer).JPG,,
269,TBS0271HDRMJ,Meranti,Shorea sp,Pohon Muda,icon/young_tree.svg,-,29,12,11,Gambut,-,0.7887778,102.3093611,0,0.08,,,,Zaqi,2021-10-14T09:11:00.000+07:00,50000,766.63,-,Approach 5,media/TBS_3_269(FILEminimizer).JPG,media/TBS_2_269(FILEminimizer).JPG,media/TBS_1_269.jpg,media/TBS_4_269(FILEminimizer).JPG,,
270,TBS0272HDRMJ,Podol,-,Pohon Muda,icon/young_tree.svg,-,33,11,11,Gambut,-,0.78875,102.3093611,0,0.08,,,,Zaqi,2021-10-14T09:16:00.000+07:00,50000,819.83,-,Approach 5,media/TBS_3_270(FILEminimizer).JPG,media/TBS_2_270(FILEminimizer).JPG,media/TBS_1_270.jpg,media/TBS_4_270(FILEminimizer).JPG,,
271,TBS0273HDRMJ,Meranti,Shorea sp,Pohon Muda,icon/young_tree.svg,-,32,12,11,Gambut,-,0.7887778,102.3093333,0,0.08,,,,Zaqi,2021-10-14T09:18:00.000+07:00,50000,929.04,-,Approach 5,media/TBS_3_271(FILEminimizer).JPG,media/TBS_2_271(FILEminimizer).JPG,media/TBS_1_271.jpg,media/TBS_4_271(FILEminimizer).JPG,,
272,TBS0274HDRMJ,Podol,-,Pohon Muda,icon/young_tree.svg,-,32,14,11,Gambut,-,0.7887222,102.309443,0,0.08,,,,Zaqi,2021-10-14T09:25:00.000+07:00,50000,758.42,-,Approach 5,media/TBS_3_272(FILEminimizer).JPG,media/TBS_2_272(FILEminimizer).JPG,media/TBS_1_272.jpg,media/TBS_4_272(FILEminimizer).JPG,,
273,TBS0275HDRMJ,Podol,-,Pohon Muda,icon/young_tree.svg,-,31,11,11,Gambut,-,0.78875,102.3094167,0,0.08,,,,Zaqi,2021-10-14T09:27:00.000+07:00,50000,699.89,-,Approach 5,media/TBS_3_273(FILEminimizer).JPG,media/TBS_2_273(FILEminimizer).JPG,media/TBS_1_273.jpg,media/TBS_4_273(FILEminimizer).JPG,,
274,TBS0276HDRMJ,Meranti,Shorea sp,Pohon Muda,icon/young_tree.svg,-,33,11,11,Gambut,-,0.7887222,102.3094444,0,0.08,,,,Zaqi,2021-10-14T09:32:00.000+07:00,50000,906.23,-,Approach 5,media/TBS_3_274(FILEminimizer).JPG,media/TBS_2_274(FILEminimizer).JPG,media/TBS_1_274.jpg,media/TBS_4_274(FILEminimizer).JPG,,
275,TBS0277HDRMJ,Podol,-,Pohon Muda,icon/young_tree.svg,-,31,11,11,Gambut,-,0.78875,102.3094722,0,0.08,,,,Zaqi,2021-10-14T09:33:00.000+07:00,50000,699.89,-,Approach 5,media/TBS_3_275(FILEminimizer).JPG,media/TBS_2_275(FILEminimizer).JPG,media/TBS_1_275.jpg,media/TBS_4_275(FILEminimizer).JPG,,
276,TBS0278HDRMJ,Segamai,-,Pohon Muda,icon/young_tree.svg,-,33,12,11,Gambut,-,0.7886667,102.3094722,0,0.08,,,,Zaqi,2021-10-14T09:35:00.000+07:00,50000,819.83,-,Approach 5,media/TBS_3_276(FILEminimizer).JPG,media/TBS_2_276(FILEminimizer).JPG,media/TBS_1_276.jpg,media/TBS_4_276(FILEminimizer).JPG,,
277,TBS0279HDRMJ,Meranti,Shorea sp,Pohon Muda,icon/young_tree.svg,-,23,11,11,Gambut,-,0.7887222,102.3094722,0,0.08,,,,Zaqi,2021-10-14T09:38:00.000+07:00,50000,447.91,-,Approach 5,media/TBS_3_277(FILEminimizer).JPG,media/TBS_2_277(FILEminimizer).JPG,media/TBS_1_277.jpg,media/TBS_4_277(FILEminimizer).JPG,,
278,TBS0280HDRMJ,Sonder,Sindora wallichii,Pohon Dewasa,icon/mature_tree.svg,-,40,12,11,Gambut,-,0.7886389,102.3095,0,0.08,,,,Zaqi,2021-10-14T09:42:00.000+07:00,200000,1466.33,-,Approach 5,media/TBS_3_278(FILEminimizer).JPG,media/TBS_2_278(FILEminimizer).JPG,media/TBS_1_278.jpg,media/TBS_4_278(FILEminimizer).JPG,,
279,TBS0281HDRMJ,Terpis,-,Pohon Muda,icon/young_tree.svg,-,31,10,11,Gambut,-,0.7886111,102.3094722,0,0.08,,,,Zaqi,2021-10-14T09:44:00.000+07:00,50000,699.89,-,Approach 5,media/TBS_3_279(FILEminimizer).JPG,media/TBS_2_279(FILEminimizer).JPG,media/TBS_1_279.jpg,media/TBS_4_279(FILEminimizer).JPG,,
280,TBS0282HDRMJ,Semetik,-,Pohon Muda,icon/young_tree.svg,-,29,11,11,Gambut,-,0.7886389,102.30952,0,0.08,,,,Zaqi,2021-10-14T09:46:00.000+07:00,50000,591.22,-,Approach 5,media/TBS_3_280(FILEminimizer).JPG,media/TBS_2_280(FILEminimizer).JPG,media/TBS_1_280.jpg,media/TBS_4_280(FILEminimizer).JPG,,
281,TBS0283HDRMJ,Podol,-,Pohon Muda,icon/young_tree.svg,-,23,11,11,Gambut,-,0.7886667,102.3095,0,0.08,,,,Zaqi,2021-10-14T09:49:00.000+07:00,50000,328.89,-,Approach 5,media/TBS_3_281(FILEminimizer).JPG,media/TBS_2_281(FILEminimizer).JPG,media/TBS_1_281.jpg,media/TBS_4_281(FILEminimizer).JPG,,
282,TBS0284HDRMJ,Kelat,Eugenia spp,Pohon Dewasa,icon/mature_tree.svg,-,42,12,11,Gambut,-,0.7886667,102.3095556,-2.432727442,0.08,,,,Zaqi,2021-10-14T09:52:00.000+07:00,200000,1915.16,-,Approach 5,media/TBS_3_282(FILEminimizer).JPG,media/TBS_2_282(FILEminimizer).JPG,media/TBS_1_282.jpg,media/TBS_4_282(FILEminimizer).JPG,,
283,TBS0285HDRMJ,Darah Darah,Myristica iners,Pohon Muda,icon/young_tree.svg,Least Concern,22,12,11,Gambut,-,0.7887222,102.3095833,-2.432727442,0.08,,,,Zaqi,2021-10-14T10:02:00.000+07:00,50000,364.20,-,Approach 5,media/TBS_3_283(FILEminimizer).JPG,media/TBS_2_283(FILEminimizer).JPG,media/TBS_1_283.jpg,media/TBS_4_283(FILEminimizer).JPG,,
284,TBS0286HDRMJ,Meranti,Shorea sp,Pohon Muda,icon/young_tree.svg,-,38,13,11,Gambut,-,0.7887301,102.3093957,37.77095155,0.08,,,,Zaqi,2021-10-14T10:05:00.000+07:00,50000,1404.91,-,Approach 5,media/TBS_3_284(FILEminimizer).JPG,media/TBS_2_284(FILEminimizer).JPG,media/TBS_1_284.jpg,media/TBS_4_284(FILEminimizer).JPG,,
285,TBS0287HDRMJ,Darah Darah,Myristica iners,Pohon Muda,icon/young_tree.svg,Least Concern,29,13,11,Gambut,-,0.788768,102.3094408,38.21424937,0.08,,,,Zaqi,2021-10-14T10:08:00.000+07:00,50000,675.24,-,Approach 5,media/TBS_3_285(FILEminimizer).JPG,media/TBS_2_285(FILEminimizer).JPG,media/TBS_1_285.jpg,media/TBS_4_285(FILEminimizer).JPG,,
286,TBS0288HDRMJ,Darah Darah,Myristica iners,Pohon Muda,icon/young_tree.svg,Least Concern,34,13,11,Gambut,-,0.7886944,102.3096111,19.86398702,0.08,,,,Zaqi,2021-10-14T10:11:00.000+07:00,50000,921.10,-,Approach 5,media/TBS_3_286(FILEminimizer).JPG,media/TBS_2_286(FILEminimizer).JPG,media/TBS_1_286.jpg,media/TBS_4_286(FILEminimizer).JPG,,
287,TBS0289HDRMJ,Kelat,Eugenia spp,Pohon Muda,icon/young_tree.svg,-,31,10,11,Gambut,-,0.7887627,102.3096111,19.86398702,0.08,,,,Zaqi,2021-10-14T10:14:00.000+07:00,50000,886.10,-,Approach 5,media/TBS_3_287(FILEminimizer).JPG,media/TBS_2_287(FILEminimizer).JPG,media/TBS_1_287.jpg,media/TBS_4_287(FILEminimizer).JPG,,
288,TBS0290HDRMJ,Terpis,-,Pohon Dewasa,icon/mature_tree.svg,-,41,14,11,Gambut,-,0.788733,102.3094498,6.219599856,0.08,,,,Zaqi,2021-10-14T10:16:00.000+07:00,200000,1419.79,-,Approach 5,media/TBS_3_288(FILEminimizer).JPG,media/TBS_2_288(FILEminimizer).JPG,media/TBS_1_288.jpg,media/TBS_4_288(FILEminimizer).JPG,,
289,TBS0291HDRMJ,Darah Darah,Myristica iners,Pohon Muda,icon/young_tree.svg,Least Concern,23,15,11,Gambut,-,0.7886102,102.3095261,15.44274955,0.08,,,,Zaqi,2021-10-14T10:40:00.000+07:00,50000,493.86,-,Approach 5,media/TBS_3_289(FILEminimizer).JPG,media/TBS_2_289(FILEminimizer).JPG,media/TBS_1_289.jpg,media/TBS_4_289(FILEminimizer).JPG,,
290,TBS0292HDRMJ,Darah Darah,Myristica iners,Pohon Muda,icon/young_tree.svg,Least Concern,27,13,11,Gambut,-,0.788639,102.3095591,10.85652916,0.08,,,,Zaqi,2021-10-14T10:46:00.000+07:00,50000,587.33,-,Approach 5,media/TBS_3_290(FILEminimizer).JPG,media/TBS_2_290(FILEminimizer).JPG,media/TBS_1_290.jpg,media/TBS_4_290(FILEminimizer).JPG,,
291,TBS0293HDRMJ,Podol,-,Pohon Muda,icon/young_tree.svg,-,28,11,11,Gambut,-,0.7885369,102.3095064,11.32631775,0.08,,,,Zaqi,2021-10-14T10:50:00.000+07:00,50000,540.99,-,Approach 5,media/TBS_3_291(FILEminimizer).JPG,media/TBS_2_291(FILEminimizer).JPG,media/TBS_1_291.jpg,media/TBS_4_291(FILEminimizer).JPG,,
292,TBS0294HDRMJ,Darah Darah,Myristica iners,Pohon Muda,icon/young_tree.svg,Least Concern,28,11,11,Gambut,-,0.7886889,102.309584,16.34292011,0.08,,,,Zaqi,2021-10-14T10:56:00.000+07:00,50000,535.68,-,Approach 5,media/TBS_3_292(FILEminimizer).JPG,media/TBS_2_292(FILEminimizer).JPG,media/TBS_1_292.jpg,media/TBS_4_292(FILEminimizer).JPG,,
293,TBS0295HDRMJ,Punak,Tetramerista glabra,Pohon Muda,icon/young_tree.svg,Vulnerable,35,13,11,Gambut,-,0.7885566,102.3096067,14.34741665,0.08,,,,Zaqi,2021-10-14T11:00:00.000+07:00,50000,1225.01,-,Approach 5,media/TBS_3_293(FILEminimizer).JPG,media/TBS_2_293(FILEminimizer).JPG,media/TBS_1_293.jpg,media/TBS_4_293(FILEminimizer).JPG,,
294,TBS0296HDRMJ,Punak,Tetramerista glabra,Pohon Muda,icon/young_tree.svg,Vulnerable,30,13,11,Gambut,-,0.7885793,102.3096681,17.93431017,0.08,,,,Zaqi,2021-10-14T11:02:00.000+07:00,50000,906.69,-,Approach 5,media/TBS_3_294(FILEminimizer).JPG,media/TBS_2_294(FILEminimizer).JPG,media/TBS_1_294.jpg,media/TBS_4_294(FILEminimizer).JPG,,
295,TBS0297HDRMJ,Mempisang,Xylopia,Pohon Muda,icon/young_tree.svg,-,37,15,11,Gambut,-,0.788561,102.3096155,15.62730665,0.08,,,,Zaqo,2021-10-14T11:06:00.000+07:00,50000,1525.01,-,Approach 5,media/TBS_3_295(FILEminimizer).JPG,media/TBS_2_295(FILEminimizer).JPG,media/TBS_1_295.jpg,media/TBS_4_295(FILEminimizer).JPG,,
296,TBS0298HDRMJ,Punak,Tetramerista glabra,Pohon Muda,icon/young_tree.svg,Vulnerable,26,13,11,Gambut,-,0.7886587,102.3096777,8.749300027,0.08,,,,Zaqi,2021-10-14T11:09:00.000+07:00,50000,685.72,-,Approach 5,media/TBS_3_296(FILEminimizer).JPG,media/TBS_2_296(FILEminimizer).JPG,media/TBS_1_296.jpg,media/TBS_4_296(FILEminimizer).JPG,,
297,TBS0299HDRMJ,Trembasah,-,Pohon Muda,icon/young_tree.svg,-,21,11,11,Gambut,-,0.7885882,102.3097324,6.637432548,0.08,,,,Zaqi,2021-10-14T11:13:00.000+07:00,50000,261.27,-,Approach 5,media/TBS_3_297(FILEminimizer).JPG,media/TBS_2_297(FILEminimizer).JPG,media/TBS_1_297.jpg,media/TBS_4_297(FILEminimizer).JPG,,
298,TBS0300HDRMJ,Podol,-,Pohon Muda,icon/young_tree.svg,-,37,10,11,Gambut,-,0.7885423,102.3097823,14.57967239,0.08,,,,Zaqi,2021-10-14T11:16:00.000+07:00,50000,1095.05,-,Approach 5,media/TBS_3_298(FILEminimizer).JPG,media/TBS_2_298(FILEminimizer).JPG,media/TBS_1_298.jpg,media/TBS_4_298(FILEminimizer).JPG,,
299,TBS0301HDRMJ,Mahang,Macaranga aleuritoides,Pohon Muda,icon/young_tree.svg,Least Concern,27,12,11,Gambut,-,0.7886141,102.3096798,18.48993301,0.08,,,,Riyan,2021-10-14T11:20:00.000+07:00,50000,336.01,-,Approach 5,media/TBS_3_299(FILEminimizer).JPG,media/TBS_2_299(FILEminimizer).JPG,media/TBS_1_299.jpg,media/TBS_4_299(FILEminimizer).JPG,,
300,TBS0302HDRMJ,Mahang,Macaranga aleuritoides,Pohon Muda,icon/young_tree.svg,Least Concern,31,10,11,Gambut,-,0.788584,102.3096501,13.79867167,0.08,,,,Riyan,2021-10-14T11:23:00.000+07:00,50000,368.29,-,Approach 5,media/TBS_3_300(FILEminimizer).JPG,media/TBS_2_300(FILEminimizer).JPG,media/TBS_1_300.jpg,media/TBS_4_300(FILEminimizer).JPG,,
301,TBS0303HDRMJ,Kelat,Eugenia spp,Pohon Muda,icon/young_tree.svg,-,36,14,11,Gambut,-,0.7887228,102.3096944,14.95064912,0.08,,,,Riyan,2021-10-14T11:34:00.000+07:00,50000,1647.65,-,Approach 5,media/TBS_3_301(FILEminimizer).JPG,media/TBS_2_301(FILEminimizer).JPG,media/TBS_1_301.jpg,media/TBS_4_301(FILEminimizer).JPG,,
302,TBS0304HDRMJ,Meranti,Shorea sp,Pohon Muda,icon/young_tree.svg,-,28,10,11,Gambut,-,0.7887991,102.3097128,13.52566851,0.08,,,,Riyan,2021-10-14T11:37:00.000+07:00,50000,599.18,-,Approach 5,media/TBS_3_302(FILEminimizer).JPG,media/TBS_2_302(FILEminimizer).JPG,media/TBS_1_302.jpg,media/TBS_4_302(FILEminimizer).JPG,,
303,TBS0305HDRMJ,Mahang,Macaranga aleuritoides,Pohon Dewasa,icon/mature_tree.svg,Least Concern,53,12,11,Gambut,-,0.7888239,102.3097536,13.41123635,0.08,,,,Riyan,2021-10-14T11:41:00.000+07:00,200000,1253.49,-,Approach 5,media/TBS_3_303(FILEminimizer).JPG,media/TBS_2_303(FILEminimizer).JPG,media/TBS_1_303.jpg,media/TBS_4_303(FILEminimizer).JPG,,
304,TBS0306HDRMJ,Meranti,Shorea sp,Pohon Muda,icon/young_tree.svg,-,22,9,11,Gambut,-,0.788819,102.3097859,16.5875341,0.08,,,,Riyan,2021-10-14T11:44:00.000+07:00,50000,337.64,-,Approach 5,media/TBS_3_304(FILEminimizer).JPG,media/TBS_2_304(FILEminimizer).JPG,media/TBS_1_304.jpg,media/TBS_4_304(FILEminimizer).JPG,,
305,TBS0307HDRMJ,Mahang,Macaranga aleuritoides,Pohon Muda,icon/young_tree.svg,Least Concern,32,14,11,Gambut,-,0.7886779,102.3097861,13.72853097,0.08,,,,Riyan,2021-10-14T11:47:00.000+07:00,50000,544.16,-,Approach 5,media/TBS_3_305(FILEminimizer).JPG,media/TBS_2_305(FILEminimizer).JPG,media/TBS_1_305.jpg,media/TBS_4_305(FILEminimizer).JPG,,
306,TBS0308HDRMJ,Bengku,-,Pohon Muda,icon/young_tree.svg,-,28,10,11,Gambut,-,0.7886896,102.3098722,13.27110924,0.08,,,,Riyan,2021-10-14T11:49:00.000+07:00,50000,8.36,-,Approach 5,media/TBS_3_306(FILEminimizer).JPG,media/TBS_2_306(FILEminimizer).JPG,media/TBS_1_306.jpg,media/TBS_4_306(FILEminimizer).JPG,,
